,st,day,Month,year,hour,min,temp,humd,pres,pm1,pm2,pm3,am,sm,lum
31703,,7,2,2023,18,6,24.37,43.39,93134.75,1.11,1.11,29.61,0.0,341.0,133.0
31704,,7,2,2023,18,12,22.69,48.61,93158.32,1.67,1.11,29.61,0.0,341.0,5.0
31705,,7,2,2023,19,5,21.79,51.82,93192.94,0.55,1.67,29.61,0.0,341.0,5.0
31706,,7,2,2023,19,10,20.78,55.87,93222.45,1.11,1.67,29.61,0.0,341.0,5.0
31707,,7,2,2023,20,3,20.62,57.7,93249.81,0.55,1.11,29.61,0.0,341.0,5.0
31708,,7,2,2023,20,8,20.14,62.31,93278.81,1.11,1.11,29.61,0.0,341.0,5.0
31709,,7,2,2023,21,2,19.85,66.54,93307.37,0.55,1.11,29.61,0.0,341.0,5.0
31710,,7,2,2023,21,7,19.65,70.78,93325.91,1.11,1.11,29.61,0.0,341.0,5.0
31711,,7,2,2023,21,12,19.37,74.71,93317.0,1.67,1.11,29.61,0.0,341.0,5.0
31712,,7,2,2023,22,5,18.7,80.13,93312.67,0.55,1.67,30.17,0.0,342.0,5.0
31713,,7,2,2023,22,10,18.67,80.35,93311.5,1.11,1.67,30.17,0.0,342.0,5.0
31714,,8,2,2023,1,6,16.65,88.85,93217.51,1.11,1.11,29.61,0.0,341.0,5.0
31715,,8,2,2023,1,11,16.48,88.97,93195.12,1.67,1.11,29.61,0.0,341.0,5.0
31716,,8,2,2023,2,4,16.32,90.9,93187.11,0.55,1.67,29.61,0.0,341.0,5.0
31717,,8,2,2023,2,9,16.15,92.01,93184.55,1.11,1.67,29.61,0.0,341.0,5.0
31718,,8,2,2023,3,2,16.67,86.83,93187.51,0.55,1.11,29.61,2.4,341.0,5.0
31719,,8,2,2023,3,8,15.88,94.32,93179.84,1.11,1.11,29.61,0.0,340.0,5.0
31720,,8,2,2023,4,1,15.52,99.61,93173.37,0.55,1.11,29.61,0.0,340.0,5.0
31721,,8,2,2023,4,6,15.36,100.0,93181.12,1.11,1.11,29.61,0.0,340.0,5.0
31722,,8,2,2023,4,11,15.23,100.0,93187.64,1.67,1.11,29.61,0.0,340.0,5.0
31723,,8,2,2023,5,4,15.56,99.99,93211.92,0.55,1.67,29.61,0.0,339.0,5.0
31724,,8,2,2023,5,10,14.94,100.0,93235.24,1.11,1.67,29.61,0.0,339.0,1.0
31725,,8,2,2023,6,3,14.77,100.0,93257.05,0.55,1.11,29.61,0.0,339.0,1.0
31726,,8,2,2023,6,8,14.71,100.0,93297.09,1.11,1.11,29.61,0.0,339.0,4.0
31727,,8,2,2023,7,1,14.86,98.31,93322.05,0.55,1.11,29.61,0.0,338.0,475.0
31728,,8,2,2023,7,6,15.71,94.84,93341.6,1.11,1.11,29.61,0.0,339.0,1519.0
31729,,8,2,2023,7,12,16.88,86.8,93380.24,1.67,1.11,29.61,0.0,338.0,2543.0
31730,,8,2,2023,8,5,19.85,72.11,93416.28,0.55,1.67,29.61,0.0,338.0,3508.0
31731,,8,2,2023,8,10,22.13,62.21,93443.49,1.11,1.67,29.61,0.8,338.0,4099.0
31732,,8,2,2023,9,3,24.88,51.02,93472.62,0.55,1.11,29.61,0.8,339.0,5631.0
31733,,8,2,2023,9,8,28.01,40.37,93488.34,1.11,1.11,29.61,4.8,340.0,6824.0
31734,,8,2,2023,10,2,30.69,35.06,93490.86,0.55,1.11,29.61,0.8,341.0,8511.0
31735,,8,2,2023,10,7,30.47,33.19,93476.93,1.11,1.11,29.61,4.8,341.0,9605.0
31736,,8,2,2023,12,4,31.98,28.27,93344.56,0.55,1.11,29.61,1.6,342.0,11119.0
31737,,8,2,2023,12,9,32.95,26.65,93309.94,1.11,1.11,29.61,4.8,342.0,6930.0
31738,,8,2,2023,13,2,33.9,25.92,93264.94,0.55,1.11,29.61,4.8,342.0,2293.0
31739,,8,2,2023,13,7,33.43,24.73,93213.05,1.11,1.11,29.61,2.4,342.0,546.0
31740,,8,2,2023,13,12,34.49,23.51,93178.11,0.55,1.11,29.61,4.8,342.0,384.0
31741,,8,2,2023,14,6,34.68,23.11,93127.71,1.11,1.11,29.61,4.8,342.0,384.0
31742,,8,2,2023,14,11,35.49,21.24,93109.28,1.67,1.11,29.61,2.4,342.0,384.0
31743,,8,2,2023,15,4,35.54,20.09,93087.78,0.55,1.67,29.61,2.4,342.0,384.0
31744,,8,2,2023,15,9,34.72,20.01,93067.56,1.11,1.67,29.61,2.4,342.0,384.0
31745,,8,2,2023,16,2,34.04,21.87,93066.05,0.55,1.11,29.61,4.0,342.0,384.0
31746,,8,2,2023,16,8,33.45,21.91,93056.39,1.11,1.11,29.61,5.6,343.0,384.0
31747,,8,2,2023,17,1,32.29,23.06,93066.0,0.55,1.11,29.61,1.6,342.0,9749.0
31748,,8,2,2023,17,6,30.25,25.7,93086.07,1.11,1.11,29.61,4.0,341.0,7015.0
31749,,8,2,2023,17,11,29.32,28.91,93117.49,1.67,1.11,29.61,1.6,341.0,3322.0
31750,,8,2,2023,18,4,27.23,33.26,93140.14,0.55,1.67,29.61,0.8,341.0,658.0
31751,,8,2,2023,18,10,26.27,35.31,93171.84,1.11,1.67,29.61,1.6,341.0,11.0
31752,,8,2,2023,19,3,25.64,36.96,93197.57,0.55,1.11,29.61,1.6,341.0,5.0
31753,,8,2,2023,19,8,25.57,35.43,93219.05,1.11,1.11,29.61,2.4,341.0,5.0
31754,,8,2,2023,20,1,24.51,37.66,93245.65,0.55,1.11,29.61,3.2,341.0,5.0
31755,,8,2,2023,20,6,24.23,38.43,93288.3,1.11,1.11,29.61,3.2,341.0,5.0
31756,,8,2,2023,23,2,19.28,56.06,93367.24,0.55,1.11,29.61,0.0,341.0,5.0
31757,,8,2,2023,23,7,18.63,59.36,93357.06,1.11,1.11,29.61,0.0,341.0,5.0
31758,,8,2,2023,23,12,17.96,60.77,93337.63,1.67,1.11,29.61,0.0,341.0,5.0
31759,,9,2,2023,0,5,17.51,64.74,93325.03,0.55,1.67,30.17,0.0,341.0,5.0
31760,,9,2,2023,0,10,17.03,66.7,93293.79,1.11,1.67,30.17,0.0,341.0,5.0
31761,,9,2,2023,1,4,16.7,67.07,93266.84,0.55,1.11,29.61,0.0,341.0,5.0
31762,,9,2,2023,1,9,16.79,67.1,93248.39,1.11,1.11,29.61,0.0,341.0,5.0
31763,,9,2,2023,2,2,17.05,65.36,93242.17,0.55,1.11,29.61,1.6,341.0,5.0
31764,,9,2,2023,2,7,16.94,68.02,93213.77,1.11,1.11,29.61,0.0,340.0,5.0
31765,,9,2,2023,2,12,16.52,71.7,93176.26,0.55,1.11,29.61,0.0,340.0,5.0
31766,,9,2,2023,3,6,16.19,74.92,93165.18,1.11,1.11,29.61,0.0,340.0,5.0
31767,,9,2,2023,3,11,16.14,75.49,93153.07,1.67,1.11,29.61,0.0,340.0,5.0
31768,,9,2,2023,4,4,15.88,76.97,93166.45,0.55,1.67,29.61,0.0,339.0,1.0
31769,,9,2,2023,4,9,15.47,79.01,93172.15,1.11,1.67,29.61,0.0,339.0,1.0
31770,,9,2,2023,5,2,15.28,80.62,93184.87,0.55,1.11,29.61,0.0,339.0,1.0
31771,,9,2,2023,5,8,15.23,80.8,93214.85,1.11,1.11,29.61,0.0,339.0,1.0
31772,,9,2,2023,6,1,14.72,83.93,93244.95,0.55,1.11,29.61,0.0,339.0,1.0
31773,,9,2,2023,6,6,14.52,84.52,93292.15,1.11,1.11,29.61,0.0,338.0,1.0
31774,,9,2,2023,6,11,14.85,81.56,93324.76,1.67,1.11,29.61,0.0,338.0,234.0
31775,,9,2,2023,7,4,15.55,81.3,93363.4,0.55,1.67,29.61,0.0,338.0,1537.0
31776,,9,2,2023,10,5,29.9,37.32,93548.37,0.55,1.67,29.61,4.0,341.0,8305.0
31777,,9,2,2023,10,10,31.3,36.27,93538.03,1.11,1.67,29.61,3.2,341.0,10054.0
31778,,9,2,2023,11,3,31.63,34.38,93516.27,0.55,1.11,29.61,4.8,341.0,7170.0
31779,,9,2,2023,11,8,32.38,32.88,93474.56,1.11,1.11,29.61,3.2,342.0,7720.0
31780,,9,2,2023,12,2,32.25,32.12,93437.55,0.55,1.11,29.61,1.6,342.0,11705.0
31781,,9,2,2023,12,7,32.81,30.23,93402.82,1.11,1.11,29.61,7.2,342.0,9749.0
31782,,9,2,2023,12,12,33.52,29.65,93341.51,1.67,1.11,29.61,0.8,342.0,3528.0
31783,,9,2,2023,13,5,33.88,27.22,93286.62,0.55,1.67,30.17,2.4,342.0,594.0
31784,,9,2,2023,13,10,33.58,26.65,93219.37,1.11,1.67,30.17,5.6,341.0,393.0
31785,,9,2,2023,14,4,34.9,24.25,93185.5,0.55,1.11,29.61,8.0,342.0,384.0
31786,,9,2,2023,14,9,35.52,23.04,93152.92,1.11,1.11,29.61,4.8,342.0,384.0
31787,,9,2,2023,15,2,35.34,23.66,93143.13,0.55,1.11,29.61,3.2,342.0,384.0
31788,,9,2,2023,15,7,35.02,23.96,93127.74,1.11,1.11,29.61,4.8,342.0,384.0
31789,,9,2,2023,15,12,34.38,24.11,93129.17,0.55,1.11,29.61,3.2,342.0,384.0
31790,,9,2,2023,16,6,33.61,24.46,93128.4,1.11,1.11,29.61,3.2,342.0,384.0
31791,,9,2,2023,16,11,32.93,24.49,93147.59,1.67,1.11,29.61,4.8,343.0,384.0
31792,,9,2,2023,17,4,30.53,27.21,93176.22,0.55,1.67,29.61,1.6,342.0,8178.0
31793,,9,2,2023,17,9,29.19,28.49,93202.65,1.11,1.67,29.61,0.8,341.0,4890.0
31794,,9,2,2023,18,2,27.37,32.06,93243.03,0.55,1.11,29.61,0.8,341.0,1449.0
31795,,9,2,2023,18,8,25.78,34.7,93278.01,1.11,1.11,29.61,0.0,340.0,68.0
31796,,9,2,2023,19,1,22.81,42.78,93320.57,0.55,1.11,29.61,0.0,340.0,5.0
31797,,9,2,2023,19,6,22.1,43.68,93349.76,1.11,1.11,29.61,0.0,340.0,5.0
31798,,9,2,2023,19,11,21.67,44.7,93384.75,1.67,1.11,29.61,0.0,340.0,5.0
31799,,9,2,2023,20,4,22.79,41.57,93425.03,0.55,1.67,29.61,2.4,341.0,5.0
31800,,9,2,2023,22,12,18.36,55.14,93498.22,1.67,1.11,29.61,0.0,341.0,5.0
31801,,9,2,2023,23,5,17.78,58.56,93478.94,0.55,1.67,29.61,0.0,341.0,5.0
31802,,9,2,2023,23,10,17.43,58.58,93466.12,1.11,1.67,29.61,0.0,341.0,5.0
31803,,10,2,2023,0,3,17.46,57.58,93452.41,0.55,1.11,29.61,0.0,341.0,5.0
31804,,10,2,2023,0,8,17.25,60.04,93434.76,1.11,1.11,29.61,0.0,341.0,5.0
31805,,10,2,2023,1,2,17.0,61.67,93412.39,0.55,1.11,29.61,0.0,341.0,5.0
31806,,10,2,2023,1,7,16.52,64.87,93395.87,1.11,1.11,29.61,0.0,341.0,5.0
31807,,10,2,2023,1,12,16.42,65.97,93388.01,1.67,1.11,29.61,0.0,340.0,5.0
31808,,10,2,2023,2,5,15.85,70.35,93365.05,0.55,1.67,30.17,0.0,340.0,5.0
31809,,10,2,2023,2,10,15.77,70.97,93342.05,1.11,1.67,30.17,0.0,340.0,5.0
31810,,10,2,2023,3,4,15.3,72.66,93320.44,0.55,1.11,29.61,0.0,340.0,5.0
31811,,10,2,2023,3,9,15.28,74.14,93314.76,1.11,1.11,29.61,0.0,340.0,5.0
31812,,10,2,2023,4,2,15.15,76.38,93309.84,0.55,1.11,29.61,0.0,339.0,5.0
31813,,10,2,2023,4,7,15.46,77.6,93318.17,1.11,1.11,29.61,0.0,339.0,5.0
31814,,10,2,2023,4,12,15.06,81.83,93334.59,0.55,1.11,29.61,0.0,339.0,5.0
31815,,10,2,2023,5,6,15.27,81.84,93368.45,1.11,1.11,29.61,0.0,339.0,5.0
31816,,10,2,2023,5,11,14.6,85.48,93414.25,1.67,1.11,29.61,0.0,339.0,5.0
31817,,10,2,2023,6,4,14.89,83.06,93450.84,0.55,1.67,29.61,0.0,338.0,1.0
31818,,10,2,2023,6,9,15.02,83.83,93489.92,1.11,1.67,29.61,0.0,338.0,26.0
31819,,10,2,2023,7,2,14.92,85.85,93540.85,0.55,1.11,29.61,0.0,338.0,941.0
31820,,10,2,2023,9,10,29.68,34.19,93699.2,1.11,1.67,29.61,2.4,340.0,6761.0
31821,,10,2,2023,10,3,30.25,32.81,93702.44,0.55,1.11,29.61,0.8,341.0,7458.0
31822,,10,2,2023,10,8,31.21,32.85,93690.82,1.11,1.11,29.61,1.6,341.0,9812.0
31823,,10,2,2023,11,1,32.2,30.84,93664.97,0.55,1.11,29.61,3.2,341.0,8256.0
31824,,10,2,2023,11,6,32.13,29.64,93626.1,1.11,1.11,29.61,3.2,342.0,5681.0
31825,,10,2,2023,11,12,32.15,28.14,93589.19,1.67,1.11,29.61,4.0,342.0,8016.0
31826,,10,2,2023,12,5,31.97,26.59,93533.65,0.55,1.67,29.61,4.8,341.0,10948.0
31827,,10,2,2023,12,10,33.56,24.15,93479.78,1.11,1.67,29.61,4.0,341.0,5915.0
31828,,10,2,2023,13,3,34.24,23.37,93429.89,0.55,1.11,29.61,5.6,341.0,1069.0
31829,,10,2,2023,13,8,33.97,23.06,93388.57,1.11,1.11,29.61,2.4,341.0,440.0
31830,,10,2,2023,14,2,34.06,22.8,93344.88,0.55,1.11,29.61,5.6,341.0,384.0
31831,,10,2,2023,14,7,34.45,22.55,93308.99,1.11,1.11,29.61,0.8,341.0,384.0
31832,,10,2,2023,14,12,34.06,22.15,93271.4,1.67,1.11,29.61,5.6,341.0,384.0
31833,,10,2,2023,15,5,34.97,22.16,93239.09,0.55,1.67,30.17,5.6,341.0,384.0
31834,,10,2,2023,15,10,34.27,24.28,93208.65,1.11,1.67,30.17,3.2,342.0,384.0
31835,,10,2,2023,16,4,33.45,25.04,93202.57,0.55,1.11,29.61,7.2,342.0,384.0
31836,,10,2,2023,16,9,32.58,25.8,93191.19,1.11,1.11,29.61,3.2,342.0,397.0
31837,,10,2,2023,17,2,30.62,26.45,93192.21,0.55,1.11,29.61,7.2,341.0,9385.0
31838,,10,2,2023,17,7,29.51,25.21,93212.37,1.11,1.11,29.61,0.0,340.0,5915.0
31839,,10,2,2023,17,12,28.38,25.93,93236.22,0.55,1.11,29.61,3.2,340.0,2921.0
31840,,10,2,2023,20,8,21.77,41.43,93444.9,1.11,1.11,29.61,0.0,341.0,5.0
31841,,10,2,2023,21,1,21.04,41.28,93496.14,0.55,1.11,29.61,0.0,341.0,5.0
31842,,10,2,2023,21,6,20.75,42.56,93506.99,1.11,1.11,29.61,0.0,341.0,5.0
31843,,10,2,2023,21,11,20.75,43.33,93509.51,1.67,1.11,29.61,0.0,341.0,5.0
31844,,10,2,2023,22,4,20.25,45.52,93516.97,0.55,1.67,29.61,0.0,341.0,5.0
31845,,10,2,2023,22,10,20.1,45.42,93520.95,1.11,1.67,29.61,0.0,341.0,5.0
31846,,10,2,2023,23,3,19.53,47.1,93518.45,0.55,1.11,29.61,0.0,341.0,5.0
31847,,10,2,2023,23,8,18.8,49.14,93526.5,1.11,1.11,29.61,0.0,341.0,5.0
31848,,11,2,2023,0,1,17.53,56.42,93514.95,0.55,1.11,29.61,0.0,341.0,5.0
31849,,11,2,2023,0,6,16.67,58.62,93482.79,1.11,1.11,29.61,0.0,341.0,5.0
31850,,11,2,2023,0,12,16.29,61.32,93465.39,1.67,1.11,29.61,0.0,340.0,5.0
31851,,11,2,2023,1,5,16.2,60.95,93439.68,0.55,1.67,29.61,0.0,340.0,5.0
31852,,11,2,2023,1,10,15.98,61.58,93424.4,1.11,1.67,29.61,0.0,340.0,5.0
31853,,11,2,2023,2,3,15.56,64.12,93404.49,0.55,1.11,29.61,0.0,340.0,5.0
31854,,11,2,2023,2,8,15.43,65.33,93372.12,1.11,1.11,29.61,0.0,340.0,5.0
31855,,11,2,2023,3,2,15.23,65.59,93356.34,0.55,1.11,29.61,0.0,340.0,5.0
31856,,11,2,2023,3,7,14.76,67.07,93354.2,1.11,1.11,29.61,0.0,339.0,5.0
31857,,11,2,2023,3,12,14.6,69.64,93354.19,1.67,1.11,29.61,0.0,339.0,0.0
31858,,11,2,2023,4,5,14.46,69.96,93351.22,0.55,1.67,30.17,0.0,339.0,0.0
31859,,11,2,2023,4,10,14.35,71.03,93364.03,1.11,1.67,30.17,0.0,339.0,0.0
31860,,11,2,2023,7,6,15.02,71.69,93580.42,1.11,1.11,29.61,0.0,337.0,1848.0
31861,,11,2,2023,7,11,17.14,68.66,93611.25,1.67,1.11,29.61,0.0,337.0,3097.0
31862,,11,2,2023,8,4,21.59,50.46,93629.5,0.55,1.67,29.61,0.8,337.0,4243.0
31863,,11,2,2023,8,9,26.68,38.66,93662.34,1.11,1.67,29.61,2.4,338.0,5332.0
31864,,11,2,2023,9,2,28.1,34.27,93681.42,0.55,1.11,29.61,2.4,339.0,5795.0
31865,,11,2,2023,9,8,29.2,31.64,93710.47,1.11,1.11,29.61,2.4,339.0,6121.0
31866,,11,2,2023,10,1,30.64,29.92,93724.75,0.55,1.11,29.61,1.6,340.0,6659.0
31867,,11,2,2023,10,6,31.23,28.89,93719.62,1.11,1.11,29.61,1.6,340.0,8814.0
31868,,11,2,2023,10,11,32.45,26.9,93700.0,1.67,1.11,29.61,0.0,341.0,7493.0
31869,,11,2,2023,11,4,32.15,26.01,93667.41,0.55,1.67,29.61,4.8,341.0,6122.0
31870,,11,2,2023,11,10,32.72,25.38,93636.55,1.11,1.67,29.61,2.4,341.0,5915.0
31871,,11,2,2023,12,3,33.2,23.15,93572.84,0.55,1.11,29.61,3.2,341.0,9502.0
31872,,11,2,2023,12,8,33.56,21.84,93541.39,1.11,1.11,29.61,4.0,341.0,9009.0
31873,,11,2,2023,13,1,33.9,21.15,93486.35,0.55,1.11,29.61,2.4,341.0,2519.0
31874,,11,2,2023,13,6,34.29,20.29,93425.92,1.11,1.11,29.61,4.8,341.0,508.0
31875,,11,2,2023,13,12,34.08,20.86,93373.0,1.67,1.11,29.61,8.8,341.0,384.0
31876,,11,2,2023,14,5,35.65,20.28,93326.24,0.55,1.67,29.61,4.0,340.0,384.0
31877,,11,2,2023,14,10,35.34,19.34,93296.2,1.11,1.67,29.61,4.0,340.0,384.0
31878,,11,2,2023,15,3,35.34,19.64,93270.19,0.55,1.11,29.61,8.8,340.0,384.0
31879,,11,2,2023,15,8,34.93,21.16,93262.06,1.11,1.11,29.61,3.2,341.0,384.0
31880,,11,2,2023,18,4,26.44,29.29,93332.22,0.55,1.11,29.61,0.0,340.0,983.0
31881,,11,2,2023,18,9,25.1,30.73,93360.87,1.11,1.11,29.61,0.8,339.0,29.0
31882,,11,2,2023,19,2,24.8,29.5,93391.07,0.55,1.11,29.61,2.4,339.0,5.0
31883,,11,2,2023,19,7,23.02,33.29,93432.63,1.11,1.11,29.61,1.6,340.0,5.0
31884,,11,2,2023,19,12,23.97,31.64,93453.59,0.55,1.11,29.61,1.6,340.0,5.0
31885,,11,2,2023,20,6,23.87,33.37,93493.5,1.11,1.11,29.61,2.4,340.0,5.0
31886,,11,2,2023,20,11,23.12,35.94,93516.75,1.67,1.11,29.61,0.0,340.0,5.0
31887,,11,2,2023,21,4,20.23,42.8,93531.94,0.55,1.67,29.61,2.4,341.0,5.0
31888,,11,2,2023,21,9,19.23,45.81,93557.01,1.11,1.67,29.61,0.0,340.0,5.0
31889,,11,2,2023,22,2,18.29,47.28,93578.3,0.55,1.11,29.61,0.0,340.0,5.0
31890,,11,2,2023,22,8,17.94,48.29,93585.12,1.11,1.11,29.61,0.0,340.0,5.0
31891,,11,2,2023,23,1,17.35,50.64,93568.45,0.55,1.11,29.61,0.0,340.0,5.0
31892,,11,2,2023,23,6,16.85,51.56,93550.17,1.11,1.11,29.61,0.0,340.0,5.0
31893,,11,2,2023,23,11,16.43,54.13,93533.74,1.67,1.11,29.61,0.0,340.0,5.0
31894,,12,2,2023,0,4,16.57,52.52,93514.34,0.55,1.67,29.61,0.0,340.0,5.0
31895,,12,2,2023,0,10,16.32,55.14,93497.11,1.11,1.67,29.61,0.0,340.0,5.0
31896,,12,2,2023,1,3,16.05,55.74,93474.42,0.55,1.11,29.61,0.0,340.0,5.0
31897,,12,2,2023,1,8,15.86,55.8,93438.07,1.11,1.11,29.61,0.0,339.0,5.0
31898,,12,2,2023,2,1,15.97,56.28,93410.55,0.55,1.11,29.61,0.0,339.0,5.0
31899,,12,2,2023,2,6,15.27,59.44,93379.09,1.11,1.11,29.61,0.0,339.0,5.0
31900,,12,2,2023,5,2,14.18,61.58,93374.89,0.55,1.11,29.61,0.0,338.0,1.0
31901,,12,2,2023,5,7,14.1,62.95,93396.36,1.11,1.11,29.61,0.0,338.0,0.0
31902,,12,2,2023,5,12,14.27,63.76,93446.8,1.67,1.11,29.61,0.0,337.0,0.0
31903,,12,2,2023,6,5,13.9,64.53,93492.32,0.55,1.67,30.17,0.0,337.0,1.0
31904,,12,2,2023,6,10,14.18,63.24,93527.01,1.11,1.67,30.17,0.0,336.0,142.0
31905,,12,2,2023,7,4,14.64,63.07,93562.04,0.55,1.11,29.61,0.0,336.0,1273.0
31906,,12,2,2023,7,9,16.05,63.31,93588.12,1.11,1.11,29.61,0.0,336.0,2531.0
31907,,12,2,2023,8,2,19.17,49.82,93620.59,0.55,1.11,29.61,0.0,336.0,3556.0
31908,,12,2,2023,8,7,23.06,41.92,93645.3,1.11,1.11,29.61,0.8,337.0,4519.0
31909,,12,2,2023,8,12,27.57,36.51,93682.11,0.55,1.11,29.61,2.4,338.0,5302.0
31910,,12,2,2023,9,6,28.37,32.92,93712.67,1.11,1.11,29.61,3.2,339.0,5854.0
31911,,12,2,2023,9,11,29.45,31.39,93722.76,1.67,1.11,29.61,1.6,339.0,6542.0
31912,,12,2,2023,10,4,30.71,27.22,93720.32,0.55,1.67,29.61,1.6,339.0,6997.0
31913,,12,2,2023,10,9,32.0,25.25,93703.59,1.11,1.67,29.61,1.6,340.0,9164.0
31914,,12,2,2023,11,2,31.98,25.14,93673.45,0.55,1.11,29.61,1.6,340.0,6191.0
31915,,12,2,2023,11,8,32.34,24.21,93637.06,1.11,1.11,29.61,4.0,340.0,5836.0
31916,,12,2,2023,12,1,32.52,22.86,93595.49,0.55,1.11,29.61,1.6,340.0,8238.0
31917,,12,2,2023,12,6,33.2,22.73,93559.57,1.11,1.11,29.61,3.2,340.0,11418.0
31918,,12,2,2023,12,11,34.24,20.31,93499.97,1.67,1.11,29.61,9.6,340.0,3937.0
31919,,12,2,2023,13,4,34.38,19.65,93446.68,0.55,1.67,29.61,0.8,340.0,576.0
31920,,12,2,2023,13,10,34.63,18.21,93407.27,1.11,1.67,29.61,11.2,340.0,384.0
31921,,12,2,2023,14,3,35.02,18.81,93361.37,0.55,1.11,29.61,8.0,340.0,384.0
31922,,12,2,2023,14,8,35.59,18.8,93334.39,1.11,1.11,29.61,3.2,340.0,384.0
31923,,12,2,2023,15,1,35.41,18.56,93295.11,0.55,1.11,29.61,5.6,340.0,384.0
31924,,12,2,2023,15,6,35.38,19.2,93273.8,1.11,1.11,29.61,2.4,341.0,384.0
31925,,12,2,2023,15,12,35.33,19.6,93259.62,1.67,1.11,29.61,12.0,341.0,384.0
31926,,12,2,2023,16,5,34.56,20.29,93249.19,0.55,1.67,29.61,4.8,341.0,384.0
31927,,12,2,2023,16,10,33.72,21.08,93254.38,1.11,1.67,29.61,4.0,341.0,384.0
31928,,12,2,2023,17,3,31.17,23.57,93276.94,0.55,1.11,29.61,2.4,340.0,7480.0
31929,,12,2,2023,17,8,29.92,23.7,93288.81,1.11,1.11,29.61,2.4,339.0,4829.0
31930,,12,2,2023,18,2,29.29,23.16,93296.57,0.55,1.11,29.61,3.2,339.0,2026.0
31931,,12,2,2023,18,7,27.13,25.99,93325.86,1.11,1.11,29.61,0.0,339.0,213.0
31932,,12,2,2023,18,12,24.88,29.15,93355.28,1.67,1.11,29.61,0.8,339.0,6.0
31933,,12,2,2023,19,5,25.29,28.11,93409.57,0.55,1.67,30.17,4.0,339.0,5.0
31934,,12,2,2023,19,10,24.92,29.21,93443.86,1.11,1.67,30.17,3.2,339.0,5.0
31935,,12,2,2023,20,4,23.23,33.86,93496.57,0.55,1.11,29.61,1.6,339.0,5.0
31936,,12,2,2023,20,9,20.47,38.88,93516.5,1.11,1.11,29.61,0.0,339.0,5.0
31937,,12,2,2023,21,2,20.64,37.16,93552.62,0.55,1.11,29.61,0.0,339.0,5.0
31938,,12,2,2023,21,7,19.96,38.57,93573.06,1.11,1.11,29.61,0.0,339.0,5.0
31939,,12,2,2023,21,12,19.05,37.97,93583.88,0.55,1.11,29.61,0.0,339.0,5.0
31940,,12,2,2023,22,6,18.54,40.46,93583.75,1.11,1.11,29.61,0.0,339.0,5.0
31941,,12,2,2023,22,11,18.04,40.69,93583.02,1.67,1.11,29.61,0.0,339.0,5.0
31942,,12,2,2023,23,4,17.68,42.44,93575.62,0.55,1.67,29.61,0.0,339.0,5.0
31943,,12,2,2023,23,9,17.29,43.73,93543.67,1.11,1.67,29.61,0.0,339.0,5.0
31944,,13,2,2023,0,2,17.67,45.91,93572.65,0.55,1.11,29.61,1.6,339.0,5.0
31945,,13,2,2023,0,8,17.06,47.59,93565.91,1.11,1.11,29.61,0.0,339.0,5.0
31946,,13,2,2023,1,1,16.38,48.27,93535.97,0.55,1.11,29.61,0.0,339.0,5.0
31947,,13,2,2023,1,6,16.01,51.3,93524.22,1.11,1.11,29.61,0.0,339.0,5.0
31948,,13,2,2023,1,11,18.28,46.69,93485.87,1.67,1.11,29.61,1.6,339.0,5.0
31949,,13,2,2023,2,4,18.06,45.74,93450.07,0.55,1.67,29.61,0.8,339.0,5.0
31950,,13,2,2023,3,3,18.79,42.03,93395.66,0.55,1.11,29.61,2.4,339.0,5.0
31951,,13,2,2023,3,8,17.86,43.78,93402.62,1.11,1.11,29.61,0.8,339.0,5.0
31952,,13,2,2023,4,1,17.84,44.09,93379.8,0.55,1.11,29.61,0.0,338.0,5.0
31953,,13,2,2023,4,6,18.38,42.86,93383.78,1.11,1.11,29.61,2.4,338.0,5.0
31954,,13,2,2023,5,10,17.7,44.66,93449.46,1.11,1.67,29.61,0.8,337.0,0.0
31955,,13,2,2023,6,3,17.72,45.21,93489.4,0.55,1.11,29.61,0.8,337.0,1.0
31956,,13,2,2023,6,8,17.54,46.75,93532.31,1.11,1.11,29.61,0.8,336.0,21.0
31957,,13,2,2023,7,12,19.3,46.93,93681.85,1.67,1.11,29.61,0.8,336.0,3192.0
31958,,13,2,2023,8,5,22.21,39.99,93711.84,0.55,1.67,30.17,4.0,336.0,4353.0
31959,,13,2,2023,8,10,25.89,35.01,93735.56,1.11,1.67,30.17,3.2,337.0,5274.0
31960,,13,2,2023,10,2,29.03,30.04,93791.03,0.55,1.11,29.61,6.4,338.0,6507.0
31961,,13,2,2023,10,7,30.03,28.65,93751.76,1.11,1.11,29.61,4.8,338.0,8917.0
31962,,13,2,2023,10,12,30.63,27.8,93736.63,0.55,1.11,29.61,12.0,338.0,7335.0
31963,,13,2,2023,12,4,31.88,25.66,93600.78,0.55,1.67,29.61,11.2,339.0,10201.0
31964,,13,2,2023,12,9,32.04,25.22,93551.51,1.11,1.67,29.61,9.6,339.0,6313.0
31965,,13,2,2023,13,2,33.06,23.55,93495.87,0.55,1.11,29.61,9.6,339.0,1347.0
31966,,13,2,2023,14,1,32.79,22.23,93413.17,0.55,1.11,29.61,8.8,338.0,384.0
31967,,13,2,2023,14,6,33.63,21.82,93362.39,1.11,1.11,29.61,4.0,338.0,384.0
31968,,13,2,2023,14,11,33.77,19.79,93326.69,1.67,1.11,29.61,4.0,338.0,384.0
