,pm1,pm2,pm3,am,sm,lum,temp,humd,pres,day,Month,year,hour,min
18421,1.11,1.11,30.73,0.0,342.0,5.0,16.46,69.6,93246.69,6,2,2023,1,7
18422,0.55,1.11,30.73,0.0,342.0,5.0,16.36,69.62,93226.24,6,2,2023,1,12
18423,1.11,1.11,30.73,0.0,342.0,5.0,15.93,72.25,93214.69,6,2,2023,2,6
18424,1.67,1.11,30.73,0.0,341.0,5.0,16.05,73.57,93193.05,6,2,2023,2,11
18425,0.55,1.67,30.73,0.0,341.0,5.0,15.27,78.66,93203.19,6,2,2023,3,4
18426,1.11,1.67,30.73,0.0,341.0,5.0,14.97,81.76,93191.47,6,2,2023,3,9
18427,0.55,1.11,30.73,0.0,341.0,0.0,15.02,84.8,93206.29,6,2,2023,4,2
18428,1.11,1.11,30.73,0.0,341.0,0.0,14.88,87.59,93201.14,6,2,2023,4,7
18429,1.67,1.11,30.73,0.0,340.0,1.0,14.57,90.09,93217.3,6,2,2023,4,12
18430,0.55,1.67,30.73,0.0,340.0,1.0,15.21,87.32,93246.53,6,2,2023,5,5
18431,1.11,1.67,30.73,0.0,340.0,1.0,15.15,85.79,93253.22,6,2,2023,5,10
18432,0.55,1.11,30.73,0.0,340.0,1.0,15.18,84.51,93267.81,6,2,2023,6,3
18433,1.11,1.11,30.73,0.0,339.0,5.0,14.96,85.76,93294.57,6,2,2023,6,8
18434,0.55,1.11,30.73,0.0,339.0,477.0,15.02,85.47,93325.21,6,2,2023,7,1
18435,1.11,1.11,30.73,0.0,339.0,1699.0,15.97,81.64,93350.85,6,2,2023,7,6
18436,1.67,1.11,30.73,1.6,339.0,2880.0,18.22,71.81,93362.37,6,2,2023,7,12
18437,0.55,1.67,30.73,0.0,339.0,4138.0,20.82,64.87,93388.49,6,2,2023,8,5
18438,1.11,1.67,30.73,1.6,340.0,5194.0,25.2,46.92,93412.37,6,2,2023,8,10
18439,0.55,1.11,30.73,0.8,341.0,5956.0,27.97,40.17,93439.54,6,2,2023,9,3
18440,1.11,1.11,30.73,4.8,341.0,6609.0,28.65,37.44,93464.0,6,2,2023,9,8
18441,0.55,1.11,30.17,0.8,342.0,7851.0,29.5,35.61,93483.0,6,2,2023,10,1
18442,1.11,1.11,30.17,2.4,342.0,8669.0,30.73,33.72,93468.82,6,2,2023,10,6
18443,1.67,1.11,30.17,4.0,342.0,8204.0,31.26,32.0,93429.44,6,2,2023,10,11
18444,0.55,1.67,30.73,4.0,343.0,6462.0,31.65,31.85,93400.46,6,2,2023,11,5
18445,1.11,1.67,30.73,2.4,343.0,6970.0,32.29,30.04,93369.25,6,2,2023,11,10
18446,0.55,1.11,30.73,1.6,343.0,11243.0,32.11,29.44,93331.18,6,2,2023,12,3
18447,1.11,1.11,30.73,0.0,343.0,11900.0,31.95,29.73,93298.16,6,2,2023,12,8
18448,0.55,1.11,30.17,0.8,343.0,2781.0,33.34,27.19,93254.53,6,2,2023,13,1
18449,1.11,1.11,30.17,5.6,343.0,609.0,33.47,26.28,93216.67,6,2,2023,13,7
18450,1.67,1.11,30.17,1.6,343.0,405.0,34.06,26.14,93165.64,6,2,2023,13,12
18451,0.55,1.67,30.73,3.2,342.0,384.0,34.29,25.75,93135.14,6,2,2023,14,5
18452,1.11,1.67,30.73,2.4,343.0,384.0,34.68,25.48,93116.57,6,2,2023,14,10
18453,0.55,1.11,30.17,3.2,343.0,384.0,35.0,24.27,93074.42,6,2,2023,15,3
18454,1.11,1.11,30.17,0.0,343.0,384.0,34.2,24.18,93059.09,6,2,2023,15,8
18455,0.55,1.11,30.17,0.0,343.0,384.0,33.47,26.55,93043.2,6,2,2023,16,2
18456,1.11,1.11,30.17,1.6,343.0,576.0,32.4,26.92,93054.07,6,2,2023,16,7
18457,1.67,1.11,30.17,0.0,343.0,5393.0,31.43,29.15,93057.34,6,2,2023,16,12
18458,0.55,1.67,30.73,0.0,342.0,5653.0,29.35,32.2,93091.13,6,2,2023,17,5
18459,1.11,1.67,30.73,0.0,341.0,3840.0,27.19,36.86,93105.1,6,2,2023,17,10
18460,0.55,1.11,30.17,1.6,342.0,1028.0,27.15,41.28,93140.99,6,2,2023,18,3
18461,1.11,1.11,30.17,2.4,342.0,12.0,25.84,50.13,93178.15,6,2,2023,18,8
18462,0.55,1.11,30.17,0.0,341.0,5.0,24.34,54.91,93213.9,6,2,2023,19,2
18463,1.11,1.11,30.17,0.0,342.0,5.0,23.39,58.47,93245.22,6,2,2023,19,7
18464,1.67,1.11,30.17,0.8,342.0,5.0,22.81,60.49,93286.81,6,2,2023,19,12
18465,0.55,1.67,30.17,0.0,342.0,5.0,22.42,58.72,93330.07,6,2,2023,20,5
18466,1.11,1.67,30.17,1.6,342.0,5.0,22.0,57.96,93340.74,6,2,2023,20,10
18467,0.55,1.11,30.17,0.0,342.0,5.0,21.44,58.94,93352.37,6,2,2023,21,4
18468,1.11,1.11,30.17,0.0,342.0,5.0,20.65,62.02,93339.29,6,2,2023,21,9
18469,0.55,1.11,30.17,0.8,342.0,5.0,20.67,62.98,93342.97,6,2,2023,22,2
18470,1.11,1.11,30.17,0.0,342.0,5.0,19.9,66.09,93307.8,6,2,2023,22,7
18471,0.55,1.11,29.61,0.8,342.0,5.0,19.39,68.51,93297.82,6,2,2023,22,12
18472,1.11,1.11,29.61,0.0,342.0,5.0,18.5,73.2,93280.24,6,2,2023,23,6
18473,1.67,1.11,29.61,0.0,342.0,5.0,18.25,73.44,93265.96,6,2,2023,23,11
18474,0.55,1.67,30.17,0.0,342.0,5.0,17.97,73.71,93250.19,7,2,2023,0,4
18475,1.11,1.67,30.17,0.0,342.0,5.0,18.18,71.43,93244.16,7,2,2023,0,9
18476,0.55,1.11,30.17,0.0,342.0,5.0,17.39,74.86,93219.44,7,2,2023,1,2
18477,1.11,1.11,30.17,0.0,342.0,5.0,16.86,76.38,93214.12,7,2,2023,1,8
18478,0.55,1.11,29.61,0.0,342.0,5.0,16.69,74.22,93202.84,7,2,2023,2,1
18479,1.11,1.11,29.61,0.0,341.0,5.0,16.35,74.13,93184.62,7,2,2023,2,6
18480,1.67,1.11,29.61,0.0,341.0,5.0,16.09,74.18,93174.94,7,2,2023,2,11
18481,0.55,1.67,30.17,0.0,341.0,5.0,15.75,76.84,93158.14,7,2,2023,3,4
18482,1.11,1.67,30.17,0.0,341.0,1.0,15.88,75.59,93148.62,7,2,2023,3,10
18483,0.55,1.11,29.61,0.0,341.0,1.0,15.6,74.67,93127.03,7,2,2023,4,3
18484,1.11,1.11,29.61,0.0,341.0,1.0,15.35,73.3,93140.8,7,2,2023,4,8
18485,0.55,1.11,29.61,0.0,340.0,1.0,15.22,73.78,93162.42,7,2,2023,5,1
18486,1.11,1.11,29.61,0.0,340.0,1.0,14.76,75.48,93193.78,7,2,2023,5,6
18487,1.67,1.11,29.61,0.0,340.0,1.0,14.6,75.26,93210.12,7,2,2023,5,12
18488,0.55,1.67,30.17,0.0,339.0,0.0,14.52,74.37,93230.88,7,2,2023,6,5
18489,1.11,1.67,30.17,0.0,339.0,51.0,14.46,75.82,93262.26,7,2,2023,6,10
18490,0.55,1.11,29.61,0.0,339.0,712.0,14.76,72.74,93301.05,7,2,2023,7,3
18491,1.11,1.11,29.61,0.0,339.0,2159.0,15.3,73.15,93343.44,7,2,2023,7,8
18492,0.55,1.11,29.61,0.0,339.0,3413.0,17.9,68.43,93367.55,7,2,2023,8,2
18493,1.11,1.11,29.61,1.6,339.0,4631.0,22.28,49.59,93412.03,7,2,2023,8,7
18494,1.67,1.11,29.61,1.6,340.0,5600.0,26.46,36.66,93446.81,7,2,2023,8,12
18495,0.55,1.67,30.17,1.6,342.0,6485.0,28.87,30.96,93453.01,7,2,2023,9,5
18496,1.11,1.67,30.17,0.8,342.0,7504.0,30.3,28.69,93491.87,7,2,2023,9,10
18497,0.55,1.11,29.61,2.4,342.0,8834.0,31.2,26.08,93488.5,7,2,2023,10,4
18498,1.11,1.11,29.61,0.8,343.0,9747.0,32.27,26.96,93472.53,7,2,2023,10,9
18499,0.55,1.11,29.61,3.2,343.0,6550.0,31.4,27.5,93433.24,7,2,2023,11,2
18500,1.11,1.11,29.61,0.8,343.0,6384.0,32.13,27.14,93404.65,7,2,2023,11,7
18501,0.55,1.11,29.61,2.4,344.0,9351.0,31.92,27.48,93372.74,7,2,2023,11,12
18502,1.11,1.11,29.61,5.6,343.0,11012.0,32.4,25.59,93324.47,7,2,2023,12,6
18503,1.67,1.11,29.61,2.4,342.0,10567.0,31.85,27.3,93275.26,7,2,2023,12,11
18504,0.55,1.67,29.61,1.6,342.0,2554.0,32.9,25.73,93224.37,7,2,2023,13,4
18505,1.11,1.67,29.61,4.0,342.0,2032.0,32.74,25.92,93164.06,7,2,2023,13,9
18506,0.55,1.11,29.61,0.8,342.0,908.0,33.04,25.55,93115.87,7,2,2023,14,2
18507,1.11,1.11,29.61,6.4,342.0,384.0,33.79,24.89,93076.14,7,2,2023,14,8
18508,0.55,1.11,29.61,5.6,342.0,384.0,33.95,24.44,93032.7,7,2,2023,15,1
18509,1.11,1.11,29.61,1.6,343.0,384.0,35.06,24.16,93025.51,7,2,2023,15,6
18510,1.67,1.11,29.61,0.8,343.0,384.0,33.79,25.57,93022.21,7,2,2023,15,11
18511,0.55,1.67,29.61,1.6,344.0,384.0,33.16,26.21,93012.34,7,2,2023,16,4
18512,1.11,1.67,29.61,1.6,343.0,414.0,32.27,26.85,93026.89,7,2,2023,16,10
18513,0.55,1.11,29.61,2.4,343.0,10539.0,30.85,30.95,93034.49,7,2,2023,17,3
18514,1.11,1.11,29.61,2.4,341.0,3736.0,27.78,35.4,93070.4,7,2,2023,17,8
18515,0.55,1.11,29.61,1.6,341.0,1331.0,26.26,38.23,93098.99,7,2,2023,18,1
18516,1.11,1.11,29.61,0.0,341.0,133.0,24.37,43.39,93134.75,7,2,2023,18,6
18517,1.67,1.11,29.61,0.0,341.0,5.0,22.69,48.61,93158.32,7,2,2023,18,12
18518,0.55,1.67,29.61,0.0,341.0,5.0,21.79,51.82,93192.94,7,2,2023,19,5
18519,1.11,1.67,29.61,0.0,341.0,5.0,20.78,55.87,93222.45,7,2,2023,19,10
18520,0.55,1.11,29.61,0.0,341.0,5.0,20.62,57.7,93249.81,7,2,2023,20,3
18521,1.11,1.11,29.61,0.0,341.0,5.0,20.14,62.31,93278.81,7,2,2023,20,8
18522,0.55,1.11,29.61,0.0,341.0,5.0,19.85,66.54,93307.37,7,2,2023,21,2
18523,1.11,1.11,29.61,0.0,341.0,5.0,19.65,70.78,93325.91,7,2,2023,21,7
18524,1.67,1.11,29.61,0.0,341.0,5.0,19.37,74.71,93317.0,7,2,2023,21,12
18525,0.55,1.67,30.17,0.0,342.0,5.0,18.7,80.13,93312.67,7,2,2023,22,5
18526,1.11,1.67,30.17,0.0,342.0,5.0,18.67,80.35,93311.5,7,2,2023,22,10
18527,0.55,1.11,29.61,0.0,342.0,5.0,18.19,83.29,93296.84,7,2,2023,23,4
18528,1.11,1.11,29.61,0.0,342.0,5.0,17.96,84.59,93279.51,7,2,2023,23,9
18529,0.55,1.11,29.61,0.0,341.0,5.0,17.85,85.43,93266.0,8,2,2023,0,2
18530,1.11,1.11,29.61,0.0,341.0,5.0,17.34,88.52,93251.01,8,2,2023,0,7
18531,0.55,1.11,29.61,0.0,341.0,5.0,17.04,88.46,93225.07,8,2,2023,0,12
18532,1.11,1.11,29.61,0.0,341.0,5.0,16.65,88.85,93217.51,8,2,2023,1,6
18533,1.67,1.11,29.61,0.0,341.0,5.0,16.48,88.97,93195.12,8,2,2023,1,11
18534,0.55,1.67,29.61,0.0,341.0,5.0,16.32,90.9,93187.11,8,2,2023,2,4
18535,1.11,1.67,29.61,0.0,341.0,5.0,16.15,92.01,93184.55,8,2,2023,2,9
18536,0.55,1.11,29.61,2.4,341.0,5.0,16.67,86.83,93187.51,8,2,2023,3,2
18537,1.11,1.11,29.61,0.0,340.0,5.0,15.88,94.32,93179.84,8,2,2023,3,8
18538,0.55,1.11,29.61,0.0,340.0,5.0,15.52,99.61,93173.37,8,2,2023,4,1
18539,1.11,1.11,29.61,0.0,340.0,5.0,15.36,100.0,93181.12,8,2,2023,4,6
18540,1.67,1.11,29.61,0.0,340.0,5.0,15.23,100.0,93187.64,8,2,2023,4,11
18541,0.55,1.67,29.61,0.0,339.0,5.0,15.56,99.99,93211.92,8,2,2023,5,4
18542,1.11,1.67,29.61,0.0,339.0,1.0,14.94,100.0,93235.24,8,2,2023,5,10
18543,0.55,1.11,29.61,0.0,339.0,1.0,14.77,100.0,93257.05,8,2,2023,6,3
18544,1.11,1.11,29.61,0.0,339.0,4.0,14.71,100.0,93297.09,8,2,2023,6,8
18545,0.55,1.11,29.61,0.0,338.0,475.0,14.86,98.31,93322.05,8,2,2023,7,1
18546,1.11,1.11,29.61,0.0,339.0,1519.0,15.71,94.84,93341.6,8,2,2023,7,6
18547,1.67,1.11,29.61,0.0,338.0,2543.0,16.88,86.8,93380.24,8,2,2023,7,12
18548,0.55,1.67,29.61,0.0,338.0,3508.0,19.85,72.11,93416.28,8,2,2023,8,5
18549,1.11,1.67,29.61,0.8,338.0,4099.0,22.13,62.21,93443.49,8,2,2023,8,10
18550,0.55,1.11,29.61,0.8,339.0,5631.0,24.88,51.02,93472.62,8,2,2023,9,3
18551,1.11,1.11,29.61,4.8,340.0,6824.0,28.01,40.37,93488.34,8,2,2023,9,8
18552,0.55,1.11,29.61,0.8,341.0,8511.0,30.69,35.06,93490.86,8,2,2023,10,2
18553,1.11,1.11,29.61,4.8,341.0,9605.0,30.47,33.19,93476.93,8,2,2023,10,7
18554,1.67,1.11,29.61,2.4,341.0,8917.0,30.94,32.68,93469.38,8,2,2023,10,12
18555,0.55,1.67,30.17,3.2,342.0,6197.0,31.69,31.35,93441.24,8,2,2023,11,5
18556,1.11,1.67,30.17,3.2,342.0,7242.0,32.54,29.07,93393.72,8,2,2023,11,10
18557,0.55,1.11,29.61,1.6,342.0,11119.0,31.98,28.27,93344.56,8,2,2023,12,4
18558,1.11,1.11,29.61,4.8,342.0,6930.0,32.95,26.65,93309.94,8,2,2023,12,9
18559,0.55,1.11,29.61,4.8,342.0,2293.0,33.9,25.92,93264.94,8,2,2023,13,2
18560,1.11,1.11,29.61,2.4,342.0,546.0,33.43,24.73,93213.05,8,2,2023,13,7
18561,0.55,1.11,29.61,4.8,342.0,384.0,34.49,23.51,93178.11,8,2,2023,13,12
18562,1.11,1.11,29.61,4.8,342.0,384.0,34.68,23.11,93127.71,8,2,2023,14,6
18563,1.67,1.11,29.61,2.4,342.0,384.0,35.49,21.24,93109.28,8,2,2023,14,11
18564,0.55,1.67,29.61,2.4,342.0,384.0,35.54,20.09,93087.78,8,2,2023,15,4
18565,1.11,1.67,29.61,2.4,342.0,384.0,34.72,20.01,93067.56,8,2,2023,15,9
18566,0.55,1.11,29.61,4.0,342.0,384.0,34.04,21.87,93066.05,8,2,2023,16,2
18567,1.11,1.11,29.61,5.6,343.0,384.0,33.45,21.91,93056.39,8,2,2023,16,8
18568,0.55,1.11,29.61,1.6,342.0,9749.0,32.29,23.06,93066.0,8,2,2023,17,1
18569,1.11,1.11,29.61,4.0,341.0,7015.0,30.25,25.7,93086.07,8,2,2023,17,6
18570,1.67,1.11,29.61,1.6,341.0,3322.0,29.32,28.91,93117.49,8,2,2023,17,11
18571,0.55,1.67,29.61,0.8,341.0,658.0,27.23,33.26,93140.14,8,2,2023,18,4
18572,1.11,1.67,29.61,1.6,341.0,11.0,26.27,35.31,93171.84,8,2,2023,18,10
18573,0.55,1.11,29.61,1.6,341.0,5.0,25.64,36.96,93197.57,8,2,2023,19,3
18574,1.11,1.11,29.61,2.4,341.0,5.0,25.57,35.43,93219.05,8,2,2023,19,8
18575,0.55,1.11,29.61,3.2,341.0,5.0,24.51,37.66,93245.65,8,2,2023,20,1
18576,1.11,1.11,29.61,3.2,341.0,5.0,24.23,38.43,93288.3,8,2,2023,20,6
18577,1.67,1.11,29.61,1.6,342.0,5.0,23.62,40.04,93305.8,8,2,2023,20,12
18578,0.55,1.67,29.61,1.6,341.0,5.0,21.37,46.89,93329.24,8,2,2023,21,5
18579,1.11,1.67,29.61,0.0,341.0,5.0,20.69,48.1,93356.16,8,2,2023,21,10
18580,0.55,1.11,29.61,1.6,342.0,5.0,21.03,48.09,93380.05,8,2,2023,22,3
18581,1.11,1.11,29.61,0.0,342.0,5.0,19.96,52.96,93377.65,8,2,2023,22,8
18582,0.55,1.11,29.61,0.0,341.0,5.0,19.28,56.06,93367.24,8,2,2023,23,2
18583,1.11,1.11,29.61,0.0,341.0,5.0,18.63,59.36,93357.06,8,2,2023,23,7
18584,1.67,1.11,29.61,0.0,341.0,5.0,17.96,60.77,93337.63,8,2,2023,23,12
18585,0.55,1.67,30.17,0.0,341.0,5.0,17.51,64.74,93325.03,9,2,2023,0,5
18586,1.11,1.67,30.17,0.0,341.0,5.0,17.03,66.7,93293.79,9,2,2023,0,10
18587,0.55,1.11,29.61,0.0,341.0,5.0,16.7,67.07,93266.84,9,2,2023,1,4
18588,1.11,1.11,29.61,0.0,341.0,5.0,16.79,67.1,93248.39,9,2,2023,1,9
18589,0.55,1.11,29.61,1.6,341.0,5.0,17.05,65.36,93242.17,9,2,2023,2,2
18590,1.11,1.11,29.61,0.0,340.0,5.0,16.94,68.02,93213.77,9,2,2023,2,7
18591,0.55,1.11,29.61,0.0,340.0,5.0,16.52,71.7,93176.26,9,2,2023,2,12
18592,1.11,1.11,29.61,0.0,340.0,5.0,16.19,74.92,93165.18,9,2,2023,3,6
18593,1.67,1.11,29.61,0.0,340.0,5.0,16.14,75.49,93153.07,9,2,2023,3,11
18594,0.55,1.67,29.61,0.0,339.0,1.0,15.88,76.97,93166.45,9,2,2023,4,4
18595,1.11,1.67,29.61,0.0,339.0,1.0,15.47,79.01,93172.15,9,2,2023,4,9
18596,0.55,1.11,29.61,0.0,339.0,1.0,15.28,80.62,93184.87,9,2,2023,5,2
18597,1.11,1.11,29.61,0.0,339.0,1.0,15.23,80.8,93214.85,9,2,2023,5,8
18598,0.55,1.11,29.61,0.0,339.0,1.0,14.72,83.93,93244.95,9,2,2023,6,1
18599,1.11,1.11,29.61,0.0,338.0,1.0,14.52,84.52,93292.15,9,2,2023,6,6
18600,1.67,1.11,29.61,0.0,338.0,234.0,14.85,81.56,93324.76,9,2,2023,6,11
18601,0.55,1.67,29.61,0.0,338.0,1537.0,15.55,81.3,93363.4,9,2,2023,7,4
18602,1.11,1.67,29.61,0.8,338.0,2936.0,17.04,78.26,93394.99,9,2,2023,7,10
18603,0.55,1.11,29.61,1.6,338.0,4243.0,20.82,58.32,93415.21,9,2,2023,8,3
18604,1.11,1.11,29.61,1.6,339.0,5408.0,24.7,47.74,93443.99,9,2,2023,8,8
18605,0.55,1.11,29.61,3.2,339.0,6106.0,25.88,44.47,93496.14,9,2,2023,9,1
18606,1.11,1.11,29.61,4.8,340.0,7091.0,27.8,41.4,93529.32,9,2,2023,9,6
18607,1.67,1.11,29.61,3.2,340.0,8446.0,29.38,38.91,93545.44,9,2,2023,9,12
18608,0.55,1.67,29.61,4.0,341.0,8305.0,29.9,37.32,93548.37,9,2,2023,10,5
18609,1.11,1.67,29.61,3.2,341.0,10054.0,31.3,36.27,93538.03,9,2,2023,10,10
18610,0.55,1.11,29.61,4.8,341.0,7170.0,31.63,34.38,93516.27,9,2,2023,11,3
18611,1.11,1.11,29.61,3.2,342.0,7720.0,32.38,32.88,93474.56,9,2,2023,11,8
18612,0.55,1.11,29.61,1.6,342.0,11705.0,32.25,32.12,93437.55,9,2,2023,12,2
18613,1.11,1.11,29.61,7.2,342.0,9749.0,32.81,30.23,93402.82,9,2,2023,12,7
18614,1.67,1.11,29.61,0.8,342.0,3528.0,33.52,29.65,93341.51,9,2,2023,12,12
18615,0.55,1.67,30.17,2.4,342.0,594.0,33.88,27.22,93286.62,9,2,2023,13,5
18616,1.11,1.67,30.17,5.6,341.0,393.0,33.58,26.65,93219.37,9,2,2023,13,10
18617,0.55,1.11,29.61,8.0,342.0,384.0,34.9,24.25,93185.5,9,2,2023,14,4
18618,1.11,1.11,29.61,4.8,342.0,384.0,35.52,23.04,93152.92,9,2,2023,14,9
18619,0.55,1.11,29.61,3.2,342.0,384.0,35.34,23.66,93143.13,9,2,2023,15,2
18620,1.11,1.11,29.61,4.8,342.0,384.0,35.02,23.96,93127.74,9,2,2023,15,7
18621,0.55,1.11,29.61,3.2,342.0,384.0,34.38,24.11,93129.17,9,2,2023,15,12
18622,1.11,1.11,29.61,3.2,342.0,384.0,33.61,24.46,93128.4,9,2,2023,16,6
18623,1.67,1.11,29.61,4.8,343.0,384.0,32.93,24.49,93147.59,9,2,2023,16,11
18624,0.55,1.67,29.61,1.6,342.0,8178.0,30.53,27.21,93176.22,9,2,2023,17,4
18625,1.11,1.67,29.61,0.8,341.0,4890.0,29.19,28.49,93202.65,9,2,2023,17,9
18626,0.55,1.11,29.61,0.8,341.0,1449.0,27.37,32.06,93243.03,9,2,2023,18,2
18627,1.11,1.11,29.61,0.0,340.0,68.0,25.78,34.7,93278.01,9,2,2023,18,8
18628,0.55,1.11,29.61,0.0,340.0,5.0,22.81,42.78,93320.57,9,2,2023,19,1
18629,1.11,1.11,29.61,0.0,340.0,5.0,22.1,43.68,93349.76,9,2,2023,19,6
18630,1.67,1.11,29.61,0.0,340.0,5.0,21.67,44.7,93384.75,9,2,2023,19,11
18631,0.55,1.67,29.61,2.4,341.0,5.0,22.79,41.57,93425.03,9,2,2023,20,4
18632,1.11,1.67,29.61,0.8,341.0,5.0,22.73,41.04,93471.26,9,2,2023,20,10
18633,0.55,1.11,29.61,0.0,341.0,5.0,21.67,44.74,93485.17,9,2,2023,21,3
18634,1.11,1.11,29.61,0.0,341.0,5.0,20.39,47.66,93484.22,9,2,2023,21,8
18635,0.55,1.11,29.61,0.0,341.0,5.0,19.43,50.66,93493.46,9,2,2023,22,1
18636,1.11,1.11,29.61,0.0,341.0,5.0,19.11,52.69,93496.94,9,2,2023,22,6
18637,1.67,1.11,29.61,0.0,341.0,5.0,18.36,55.14,93498.22,9,2,2023,22,12
18638,0.55,1.67,29.61,0.0,341.0,5.0,17.78,58.56,93478.94,9,2,2023,23,5
18639,1.11,1.67,29.61,0.0,341.0,5.0,17.43,58.58,93466.12,9,2,2023,23,10
18640,0.55,1.11,29.61,0.0,341.0,5.0,17.46,57.58,93452.41,10,2,2023,0,3
18641,1.11,1.11,29.61,0.0,341.0,5.0,17.25,60.04,93434.76,10,2,2023,0,8
18642,0.55,1.11,29.61,0.0,341.0,5.0,17.0,61.67,93412.39,10,2,2023,1,2
18643,1.11,1.11,29.61,0.0,341.0,5.0,16.52,64.87,93395.87,10,2,2023,1,7
18644,1.67,1.11,29.61,0.0,340.0,5.0,16.42,65.97,93388.01,10,2,2023,1,12
18645,0.55,1.67,30.17,0.0,340.0,5.0,15.85,70.35,93365.05,10,2,2023,2,5
18646,1.11,1.67,30.17,0.0,340.0,5.0,15.77,70.97,93342.05,10,2,2023,2,10
18647,0.55,1.11,29.61,0.0,340.0,5.0,15.3,72.66,93320.44,10,2,2023,3,4
18648,1.11,1.11,29.61,0.0,340.0,5.0,15.28,74.14,93314.76,10,2,2023,3,9
18649,0.55,1.11,29.61,0.0,339.0,5.0,15.15,76.38,93309.84,10,2,2023,4,2
18650,1.11,1.11,29.61,0.0,339.0,5.0,15.46,77.6,93318.17,10,2,2023,4,7
18651,0.55,1.11,29.61,0.0,339.0,5.0,15.06,81.83,93334.59,10,2,2023,4,12
18652,1.11,1.11,29.61,0.0,339.0,5.0,15.27,81.84,93368.45,10,2,2023,5,6
18653,1.67,1.11,29.61,0.0,339.0,5.0,14.6,85.48,93414.25,10,2,2023,5,11
18654,0.55,1.67,29.61,0.0,338.0,1.0,14.89,83.06,93450.84,10,2,2023,6,4
18655,1.11,1.67,29.61,0.0,338.0,26.0,15.02,83.83,93489.92,10,2,2023,6,9
18656,0.55,1.11,29.61,0.0,338.0,941.0,14.92,85.85,93540.85,10,2,2023,7,2
18657,1.11,1.11,29.61,0.0,338.0,2312.0,16.39,79.88,93568.92,10,2,2023,7,8
18658,0.55,1.11,29.61,1.6,338.0,3630.0,19.04,65.46,93581.65,10,2,2023,8,1
18659,1.11,1.11,29.61,0.8,338.0,4823.0,22.77,53.1,93612.09,10,2,2023,8,6
18660,1.67,1.11,29.61,1.6,339.0,5610.0,26.48,41.55,93648.44,10,2,2023,8,11
18661,0.55,1.67,29.61,2.4,340.0,6206.0,28.8,36.27,93671.45,10,2,2023,9,4
18662,1.11,1.67,29.61,2.4,340.0,6761.0,29.68,34.19,93699.2,10,2,2023,9,10
18663,0.55,1.11,29.61,0.8,341.0,7458.0,30.25,32.81,93702.44,10,2,2023,10,3
18664,1.11,1.11,29.61,1.6,341.0,9812.0,31.21,32.85,93690.82,10,2,2023,10,8
18665,0.55,1.11,29.61,3.2,341.0,8256.0,32.2,30.84,93664.97,10,2,2023,11,1
18666,1.11,1.11,29.61,3.2,342.0,5681.0,32.13,29.64,93626.1,10,2,2023,11,6
18667,1.67,1.11,29.61,4.0,342.0,8016.0,32.15,28.14,93589.19,10,2,2023,11,12
18668,0.55,1.67,29.61,4.8,341.0,10948.0,31.97,26.59,93533.65,10,2,2023,12,5
18669,1.11,1.67,29.61,4.0,341.0,5915.0,33.56,24.15,93479.78,10,2,2023,12,10
18670,0.55,1.11,29.61,5.6,341.0,1069.0,34.24,23.37,93429.89,10,2,2023,13,3
18671,1.11,1.11,29.61,2.4,341.0,440.0,33.97,23.06,93388.57,10,2,2023,13,8
18672,0.55,1.11,29.61,5.6,341.0,384.0,34.06,22.8,93344.88,10,2,2023,14,2
18673,1.11,1.11,29.61,0.8,341.0,384.0,34.45,22.55,93308.99,10,2,2023,14,7
18674,1.67,1.11,29.61,5.6,341.0,384.0,34.06,22.15,93271.4,10,2,2023,14,12
18675,0.55,1.67,30.17,5.6,341.0,384.0,34.97,22.16,93239.09,10,2,2023,15,5
18676,1.11,1.67,30.17,3.2,342.0,384.0,34.27,24.28,93208.65,10,2,2023,15,10
18677,0.55,1.11,29.61,7.2,342.0,384.0,33.45,25.04,93202.57,10,2,2023,16,4
18678,1.11,1.11,29.61,3.2,342.0,397.0,32.58,25.8,93191.19,10,2,2023,16,9
18679,0.55,1.11,29.61,7.2,341.0,9385.0,30.62,26.45,93192.21,10,2,2023,17,2
18680,1.11,1.11,29.61,0.0,340.0,5915.0,29.51,25.21,93212.37,10,2,2023,17,7
18681,0.55,1.11,29.61,3.2,340.0,2921.0,28.38,25.93,93236.22,10,2,2023,17,12
18682,1.11,1.11,29.61,3.2,340.0,422.0,26.48,28.91,93275.26,10,2,2023,18,6
18683,1.67,1.11,29.61,0.8,340.0,7.0,25.07,31.93,93297.31,10,2,2023,18,11
18684,0.55,1.67,29.61,1.6,340.0,5.0,24.69,33.07,93330.75,10,2,2023,19,4
18685,1.11,1.67,29.61,1.6,340.0,0.0,22.95,37.02,93356.94,10,2,2023,19,9
18686,0.55,1.11,29.61,1.6,340.0,5.0,23.27,37.0,93393.7,10,2,2023,20,2
18687,1.11,1.11,29.61,0.0,341.0,5.0,21.77,41.43,93444.9,10,2,2023,20,8
18688,0.55,1.11,29.61,0.0,341.0,5.0,21.04,41.28,93496.14,10,2,2023,21,1
18689,1.11,1.11,29.61,0.0,341.0,5.0,20.75,42.56,93506.99,10,2,2023,21,6
18690,1.67,1.11,29.61,0.0,341.0,5.0,20.75,43.33,93509.51,10,2,2023,21,11
18691,0.55,1.67,29.61,0.0,341.0,5.0,20.25,45.52,93516.97,10,2,2023,22,4
